"","vversion","vdsetno","self_report_turnout","validated_turnout","misreport","campaign_interest","pid_strength","white","black","other_race","female","age","agesquared","married","educ_years","educ_summary","fam_income","church_attendance","county_stability","house_stability","civic_duty","int_eff_1","int_eff_2","int_eff_3","int_eff_4","int_eff_scale","ext_eff_1","ext_eff_2","ext_eff_3","ext_eff_4","ext_eff_scale","post_int_date","post_int_days","alone_pre","cooperative_pre","suspicion_pre","suspicion_post","sincerity_pre","report_income_correctly","refusal_conversion","total_calls","refuse_initially","break_appts","refused_fam_income","trust_in_govt"
"955",1,"1988.TV",1,NA,NA,2,3,1,0,0,0,48,2304,0,10,1,11,2,15,0,4,4,1,1,3,0.389699518680573,3,3,2,1,0.73137229681015,1114,6,1,3,1,0,2,1,0,3,0,0,0,2
"956",1,"1988.TV",1,1,0,2,2,1,0,0,0,65,4225,0,17,5,1,NA,15,3,NA,2,2,1,1,-0.29923751950264,2,2,1,2,0.4056216776371,1117,9,0,3,0,0,2,1,0,6,0,0,0,2
"957",1,"1988.TV",1,0,1,2,1,1,0,0,1,33,1089,0,14,3,13,1,1,2,4,1,1,1,1,-0.71534663438797,4,0,2,2,0.712837934494019,1115,7,0,4,0,0,2,1,0,2,0,0,0,2
"958",1,"1988.TV",1,1,0,1,3,1,0,0,0,67,4489,1,12,2,16,3,15,15,4,4,1,4,3,0.974918365478516,2,1,0,0,-0.940668880939484,1201,23,1,3,0,0,2,1,0,4,0,0,0,0
"959",1,"1988.TV",1,1,0,2,3,1,0,0,1,79,6241,0,16,5,7,4,15,15,4,3,3,2,3,0.737722396850586,1,3,1,1,0.0275781564414501,1115,7,1,4,0,0,2,1,0,3,0,0,0,1
"960",1,"1988.TV",1,1,0,0,3,1,0,0,1,67,4489,1,13,3,NA,NA,15,15,4,1,0,0,0,-1.31299483776093,3,0,0,0,-0.961843430995941,1110,2,0,4,0,0,2,0,0,1,0,0,1,0
"961",1,"1988.TV",1,1,0,1,2,1,0,0,0,42,1764,1,13,3,13,2,12,12,4,3,2,4,1,0.512404084205627,1,0,0,0,-1.31607210636139,1114,6,0,4,0,0,2,1,0,2,0,0,0,1
"962",1,"1988.TV",1,1,0,1,2,1,0,0,1,30,900,1,12,2,15,3,15,12,4,3,1,1,0,-0.475389987230301,4,3,1,1,0.558921217918396,1111,3,1,4,0,0,2,1,0,1,0,0,0,1
"963",1,"1988.TV",NA,NA,NA,2,3,1,0,0,1,73,5329,0,12,2,1,0,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,1,2,1,1,4,1,0,0,NA
"964",1,"1988.TV",0,0,0,1,2,1,0,0,0,76,5776,1,12,2,5,1,15,15,4,3,1,3,2,0.340533703565598,1,1,1,2,0.0302184373140335,1109,1,0,2,0,0,2,1,0,1,0,0,0,1
"965",1,"1988.TV",1,0,1,1,0,1,0,0,1,20,400,0,11,1,6,4,1,1,4,1,1,1,1,-0.71534663438797,1,1,1,1,-0.368999660015106,1117,9,1,3,0,0,2,1,0,3,0,0,0,2
"966",1,"1988.TV",0,0,0,2,0,1,0,0,1,37,1369,1,12,2,6,2,15,4,4,3,0,0,0,-0.860149264335632,3,4,2,1,0.929661154747009,1113,5,1,3,0,0,2,1,0,4,0,0,0,2
"967",1,"1988.TV",NA,NA,NA,1,1,1,0,0,0,25,625,0,13,3,11,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,NA,2,1,0,16,NA,NA,0,NA
"968",1,"1988.TV",1,NA,NA,1,3,1,0,0,1,21,441,0,15,3,0,NA,3,2,NA,2,3,3,3,0.706372559070587,3,3,1,1,0.381806880235672,1117,9,1,4,0,0,2,1,0,2,0,0,0,2
"969",1,"1988.TV",0,0,0,0,1,1,0,0,0,41,1681,1,12,2,12,NA,5,5,0,3,3,3,3,0.932795345783234,1,0,0,1,-0.916854023933411,1123,15,0,2,0,0,2,1,0,4,0,0,0,1
"970",1,"1988.TV",0,0,0,0,2,1,0,0,1,23,529,1,10,1,5,2,15,2,4,3,3,1,1,0.116871602833271,3,1,2,2,0.734012544155121,1109,1,0,4,0,0,1,1,0,1,0,0,0,2
"971",1,"1988.TV",NA,NA,NA,0,0,0,1,0,1,25,625,0,12,2,0,1,15,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0,0,2,1,1,7,1,0,0,NA
"972",1,"1988.TV",1,0,1,2,2,0,1,0,1,20,400,0,12,2,5,2,15,0,NA,3,3,2,2,0.52483344078064,3,3,2,2,1.13059043884277,1110,2,0,4,0,0,2,1,0,1,0,0,0,2
"973",1,"1988.TV",0,0,0,0,0,1,0,0,1,26,676,0,13,3,5,1,2,2,4,2,1,0,0,-0.896885693073273,2,2,1,1,0.00640357658267021,1116,8,1,3,0,0,2,1,0,5,0,0,0,NA
"974",1,"1988.TV",1,1,0,2,1,1,0,0,0,32,1024,1,15,5,15,4,15,5,4,3,4,2,2,0.714519798755646,4,3,2,1,0.908486604690552,1121,13,0,4,0,0,2,1,0,2,0,0,0,1
"975",1,"1988.TV",1,1,0,2,1,1,0,0,1,69,4761,0,12,2,1,4,15,15,4,3,2,0,2,-0.0549987442791462,2,2,2,1,0.3559690117836,1111,3,1,3,0,0,2,1,0,1,0,0,0,2
"976",1,"1988.TV",0,0,0,1,2,1,0,0,1,50,2500,0,12,2,3,1,15,15,4,2,0,0,0,-1.08657205104828,0,1,1,1,-0.546114027500153,1208,30,0,3,0,0,2,1,0,4,0,0,0,2
"977",1,"1988.TV",0,0,0,2,0,NA,NA,NA,1,65,4225,0,8,0,1,2,11,5,4,0,0,4,0,-0.759125888347626,0,0,2,0,-0.794055640697479,1110,2,NA,NA,NA,0,NA,NA,0,2,1,0,0,1
"978",1,"1988.TV",0,0,0,0,2,1,0,0,0,77,5929,1,5,0,3,0,15,15,4,3,3,3,3,0.932795345783234,1,1,0,0,-1.11778318881989,1114,6,0,2,0,0,2,1,0,1,0,0,0,2
"979",1,"1988.TV",0,0,0,0,1,1,0,0,0,32,1024,1,12,2,17,1,15,10,4,3,3,2,1,0.311944544315338,1,1,1,1,-0.368999660015106,1114,6,0,4,0,0,2,1,0,NA,0,0,0,2
"980",1,"1988.TV",1,1,0,0,3,1,0,0,1,92,8464,0,9,1,9,3,15,13,4,3,3,0,0,-0.291090250015259,4,3,1,0,0.159703105688095,1111,3,1,4,0,0,2,1,0,4,0,0,0,2
"981",1,"1988.TV",1,1,0,2,1,1,0,0,1,58,3364,1,12,2,14,1,15,11,NA,3,3,1,2,0.329760521650314,3,1,1,0,-0.413989096879959,1110,2,1,4,0,0,2,1,0,2,0,0,0,1
"982",1,"1988.TV",NA,NA,NA,0,1,1,0,0,1,19,361,1,12,2,11,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0,0,2,1,0,15,0,1,0,NA
"983",1,"1988.TV",1,1,0,1,3,0,1,0,0,59,3481,1,8,0,NA,1,15,15,4,3,1,1,3,0.163276746869087,4,1,0,0,-0.586440205574036,1114,6,1,4,0,0,2,1,0,2,0,0,1,1
"984",1,"1988.TV",0,0,0,1,0,1,0,0,0,20,400,0,12,2,20,NA,15,15,4,1,3,2,2,0.0719879046082497,4,0,1,1,-0.0359455831348896,1119,11,0,4,0,NA,2,1,0,4,NA,NA,0,2
"985",1,"1988.TV",1,1,0,2,3,1,0,0,1,65,4225,1,14,4,NA,4,15,15,NA,3,1,1,2,-0.0496121682226658,3,4,1,1,0.580095767974854,1121,13,1,4,0,0,2,0,0,5,0,0,1,1
"986",1,"1988.TV",1,0,1,1,2,0,0,1,1,41,1681,1,12,2,15,0,8,8,NA,3,1,2,2,0.145460769534111,2,2,1,1,0.00640357658267021,1114,6,0,3,0,0,2,1,0,2,0,0,0,1
"987",1,"1988.TV",1,1,0,2,3,1,0,0,0,38,1444,0,12,2,16,1,8,4,0,4,3,4,3,1.35429108142853,3,1,2,2,0.734012544155121,1130,22,0,3,0,0,2,1,0,8,0,0,0,2
"988",1,"1988.TV",NA,NA,NA,1,0,1,0,0,1,38,1444,0,14,NA,NA,2,15,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,0,2,1,0,11,1,0,1,NA
"989",1,"1988.TV",1,0,1,1,2,1,0,0,0,38,1444,1,14,NA,20,2,3,3,NA,2,1,0,3,-0.258218973875046,3,3,2,2,1.13059043884277,1209,31,1,4,0,0,2,1,0,13,1,0,0,3
"990",1,"1988.TV",1,1,0,0,2,1,0,0,1,71,5041,1,8,0,11,3,15,15,4,2,1,1,2,-0.2760349214077,2,1,2,1,0.157680064439774,1119,11,0,3,0,0,2,1,0,1,0,0,0,2
"991",1,"1988.TV",1,1,0,2,2,1,0,0,0,26,676,1,14,4,15,2,2,1,4,3,3,3,3,0.932795345783234,3,1,2,1,0.33479443192482,1112,4,1,3,0,0,2,1,0,1,0,0,0,2
"992",1,"1988.TV",0,0,0,1,2,1,0,0,0,63,3969,1,9,1,7,4,15,10,4,3,0,0,3,-0.221482530236244,1,1,2,1,-0.0194342695176601,1109,1,0,4,0,0,2,1,0,1,0,0,0,2
"993",1,"1988.TV",1,1,0,2,2,1,0,0,1,62,3844,1,12,2,12,1,15,10,NA,2,1,1,1,-0.488923847675323,1,1,0,0,-1.11778318881989,1130,22,1,4,0,0,2,1,0,4,0,0,0,1
"994",1,"1988.TV",1,1,0,1,3,1,0,0,1,35,1225,0,13,NA,10,1,0,1,NA,3,2,2,2,0.335147142410278,3,2,1,0,-0.215700179338455,1118,10,0,3,0,0,2,1,0,1,0,0,0,2
"995",1,"1988.TV",1,1,0,0,2,1,0,0,0,71,5041,1,12,2,14,0,15,15,4,4,1,4,1,0.549140512943268,4,4,2,0,0.707557439804077,1114,6,0,3,0,0,2,1,0,3,0,0,0,0
"996",1,"1988.TV",0,0,0,0,2,1,0,0,1,71,5041,0,12,2,10,1,15,15,4,3,0,1,0,-0.665076315402985,1,0,2,2,0.181494936347008,1115,7,1,4,0,0,2,1,0,3,0,1,0,2
"997",1,"1988.TV",0,0,0,0,1,1,0,0,0,36,1296,0,17,6,NA,1,6,3,4,1,1,1,1,-0.71534663438797,3,2,1,1,0.183517917990685,1215,37,1,4,0,0,2,0,0,4,0,0,1,1
"998",1,"1988.TV",1,0,1,0,3,1,0,0,0,31,961,0,16,4,NA,1,8,7,4,3,4,3,1,0.696703851222992,3,1,1,NA,NA,1204,26,0,2,1,0,2,0,0,10,0,0,1,NA
"999",1,"1988.TV",1,NA,NA,2,2,1,0,0,0,31,961,1,16,5,19,1,0,0,4,3,3,3,3,0.932795345783234,4,3,1,1,0.558921217918396,1112,4,1,3,0,0,2,1,0,1,0,0,0,1
"1000",1,"1988.TV",1,1,0,1,3,0,1,0,1,60,3600,0,11,1,11,2,15,2,NA,3,1,0,0,-0.670462906360626,4,0,0,0,-0.78472912311554,1127,19,1,4,0,0,2,1,0,2,0,0,0,1
"1001",1,"1988.TV",1,1,0,1,0,1,0,0,0,43,1849,1,15,3,15,2,3,3,4,2,3,3,3,0.706372559070587,3,1,2,1,0.33479443192482,1115,7,1,3,0,0,2,1,0,3,0,0,0,1
"1002",1,"1988.TV",1,1,0,2,3,1,0,0,1,41,1681,1,15,3,17,2,5,5,NA,3,3,2,2,0.52483344078064,3,2,0,0,-0.565265595912933,111,64,1,4,0,NA,2,1,0,12,NA,NA,0,1
"1003",1,"1988.TV",1,1,0,1,3,1,0,0,1,58,3364,1,12,2,14,4,15,10,4,3,2,3,3,0.743108987808228,1,1,1,1,-0.368999660015106,1111,3,1,4,1,0,2,0,0,1,0,0,0,1
"1004",1,"1988.TV",1,1,0,1,1,1,0,0,1,72,5184,1,12,1,16,1,8,8,NA,3,2,2,3,0.54803603887558,4,1,2,0,0.112690649926662,1120,12,0,4,0,0,2,1,0,3,0,0,0,1
"1005",1,"1988.TV",1,1,0,1,1,1,0,0,1,34,1156,1,12,2,12,1,10,4,NA,3,3,2,2,0.52483344078064,1,3,2,1,0.37714359164238,1121,13,0,4,0,0,2,1,0,2,0,0,0,2
"1006",1,"1988.TV",1,1,0,1,2,1,0,0,0,23,529,1,11,1,11,NA,0,1,4,3,0,0,2,-0.434371441602707,2,1,1,1,-0.191885337233543,1111,3,1,4,0,0,2,1,0,2,0,0,0,3
"1007",1,"1988.TV",1,1,0,2,3,1,0,0,1,38,1444,1,12,2,12,4,15,7,NA,3,2,2,1,0.122258223593235,3,3,2,1,0.73137229681015,1119,11,0,4,0,0,2,1,0,3,0,0,0,1
"1008",1,"1988.TV",0,0,0,2,2,1,0,0,0,21,441,0,13,3,NA,NA,0,1,4,3,3,1,3,0.542649447917938,3,3,2,1,0.73137229681015,1113,5,1,4,0,0,2,1,0,1,0,0,1,2
"1009",1,"1988.TV",1,1,0,1,1,0,1,0,0,35,1225,0,12,2,2,1,15,0,4,3,3,3,2,0.719906389713287,3,3,1,1,0.381806880235672,1212,34,1,4,0,0,2,1,0,6,0,1,0,2
"1010",1,"1988.TV",NA,NA,NA,0,3,1,0,0,1,65,4225,1,11,1,4,4,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0,0,2,0,0,2,1,0,0,NA
"1011",1,"1988.TV",NA,NA,NA,1,0,1,0,0,1,34,1156,0,12,2,12,1,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,1,2,0,0,12,0,1,0,NA
"1012",1,"1988.TV",1,1,0,2,2,1,0,0,0,38,1444,1,13,3,12,1,15,1,4,1,0,0,1,-1.10010588169098,3,3,1,1,0.381806880235672,1118,10,0,4,0,0,2,1,0,2,0,0,0,2
"1013",1,"1988.TV",1,1,0,2,1,1,0,0,0,34,1156,1,16,5,21,1,12,8,NA,2,1,3,2,0.114110939204693,3,1,1,0,-0.413989096879959,114,64,1,4,0,0,2,1,0,7,1,0,0,1
"1014",1,"1988.TV",1,1,0,1,3,0,1,0,0,36,1296,1,17,6,20,2,12,2,4,4,4,2,3,1.15383148193359,3,3,1,1,0.381806880235672,1215,37,0,3,0,0,2,1,0,6,0,0,0,2
"1015",1,"1988.TV",0,NA,NA,1,3,1,0,0,0,25,625,0,12,2,4,NA,0,1,4,1,1,1,1,-0.71534663438797,1,1,1,1,-0.368999660015106,1212,34,0,3,0,0,2,1,0,12,0,2,0,1
"1016",1,"1988.TV",1,1,0,2,3,1,0,0,1,27,729,1,12,2,16,1,0,0,4,3,0,0,0,-0.860149264335632,1,3,1,0,-0.371639937162399,1109,1,0,4,0,0,2,1,0,1,0,0,0,2
"1017",1,"1988.TV",1,1,0,1,0,1,0,0,1,62,3844,0,8,0,6,4,15,8,4,3,3,3,3,0.932795345783234,4,1,1,1,0.162343338131905,1128,20,1,3,0,0,2,1,0,2,0,0,0,1
"1018",1,"1988.TV",0,0,0,0,0,1,0,0,1,76,5776,0,8,0,NA,4,14,14,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1128,20,1,2,1,0,2,0,0,2,0,0,1,NA
"1019",1,"1988.TV",1,1,0,1,1,1,0,0,0,64,4096,0,16,5,3,1,7,7,4,3,0,2,2,-0.0442255698144436,4,4,2,2,1.50599372386932,1109,1,1,4,0,0,2,1,0,1,0,0,0,2
"1020",1,"1988.TV",0,0,0,1,1,1,0,0,1,44,1936,1,16,5,13,2,4,1,4,3,3,3,2,0.719906389713287,4,3,1,1,0.558921217918396,1129,21,0,4,0,0,2,1,0,11,0,0,0,1
"1021",1,"1988.TV",1,1,0,1,1,1,0,0,0,46,2116,1,17,6,19,4,15,15,NA,2,2,2,2,0.108724340796471,3,3,2,2,1.13059043884277,1221,43,1,4,0,0,2,1,0,3,0,0,0,2
"1022",1,"1988.TV",1,1,0,0,3,1,0,0,0,70,4900,0,7,0,7,0,15,15,4,3,2,1,3,0.352963089942932,0,0,0,1,-1.09396839141846,1112,4,1,3,0,0,1,1,0,1,0,0,0,1
"1023",1,"1988.TV",1,1,0,2,1,1,0,0,1,51,2601,1,15,5,20,4,10,10,NA,4,3,3,3,1.15921807289124,3,0,2,0,-0.262712597846985,1114,6,1,4,0,0,2,1,0,2,0,0,0,1
"1024",1,"1988.TV",0,0,0,0,1,1,0,0,0,29,841,1,10,1,4,1,15,7,4,2,0,0,0,-1.08657205104828,0,0,1,0,-1.14362108707428,1114,6,0,4,0,0,2,1,0,1,0,0,0,1
"1025",1,"1988.TV",0,0,0,1,2,1,0,0,1,64,4096,1,10,1,3,0,15,15,4,3,1,2,1,-0.0674281418323517,3,1,1,0,-0.413989096879959,1109,1,0,4,0,0,2,1,0,1,0,0,0,1
"1026",1,"1988.TV",1,1,0,2,3,0,1,0,1,70,4900,0,12,2,2,4,15,15,4,3,1,4,1,0.322717726230621,1,1,1,0,-0.768217802047729,1113,5,1,3,0,0,2,1,0,3,0,0,0,1
"1027",1,"1988.TV",1,1,0,2,3,1,0,0,0,57,3249,1,16,5,17,1,15,15,NA,3,1,1,1,-0.262501090764999,3,3,2,1,0.73137229681015,1113,5,1,4,0,0,2,1,0,3,0,0,0,2
"1028",1,"1988.TV",0,0,0,1,2,0,1,0,1,61,3721,1,12,2,13,1,15,15,NA,3,0,1,0,-0.665076315402985,1,1,2,1,-0.0194342695176601,1211,33,1,4,0,0,2,1,0,9,0,1,0,2
"1029",1,"1988.TV",1,1,0,2,3,0,1,0,1,43,1849,1,17,6,18,2,15,15,4,3,3,1,3,0.542649447917938,0,0,2,0,-0.794055640697479,1210,32,1,4,0,0,2,1,0,13,0,1,0,2
"1030",1,"1988.TV",0,0,0,0,2,1,0,0,0,58,3364,1,12,2,16,0,15,13,NA,3,1,1,3,0.163276746869087,1,1,2,1,-0.0194342695176601,1116,8,1,3,0,0,2,1,0,3,0,0,0,2
"1031",1,"1988.TV",1,1,0,2,3,1,0,0,1,42,1764,1,13,3,17,4,15,15,0,0,0,0,0,-1.53941762447357,3,3,2,2,1.13059043884277,1122,14,0,3,0,0,2,1,0,3,0,0,0,2
"1032",1,"1988.TV",1,1,0,2,0,1,0,0,0,34,1156,1,14,3,15,4,0,1,NA,3,3,1,2,0.329760521650314,1,1,1,1,-0.368999660015106,1114,6,0,4,0,0,2,1,0,4,0,0,0,1
"1033",1,"1988.TV",0,0,0,0,1,0,1,0,1,53,2809,0,8,0,1,1,15,2,NA,3,1,0,0,-0.670462906360626,3,3,2,2,1.13059043884277,1201,23,1,4,0,0,2,1,0,1,0,0,0,2
"1034",1,"1988.TV",1,1,0,2,0,0,1,0,1,65,4225,0,16,5,NA,2,15,12,NA,3,1,1,1,-0.262501090764999,3,3,1,1,0.381806880235672,1202,24,1,4,1,0,1,1,0,1,0,0,1,2
"1035",1,"1988.TV",NA,NA,NA,2,3,1,0,0,0,19,361,0,12,2,9,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,NA,1,1,0,5,NA,NA,0,NA
"1036",1,"1988.TV",1,0,1,2,2,1,0,0,1,37,1369,1,14,3,NA,2,9,9,NA,3,4,3,3,1.12248170375824,0,1,2,1,-0.196548625826836,115,65,1,4,0,0,2,0,0,16,1,0,1,1
"1037",1,"1988.TV",NA,NA,NA,1,1,1,0,0,0,32,1024,0,17,6,19,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0,0,2,1,0,15,1,0,0,NA
"1038",1,"1988.TV",NA,NA,NA,1,3,1,0,0,1,33,1089,1,12,2,20,4,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0,0,2,1,0,6,1,0,0,NA
"1039",1,"1988.TV",1,1,0,2,3,0,0,1,1,20,400,0,13,3,2,NA,15,14,NA,4,4,3,3,1.34890449047089,1,3,1,1,0.0275781564414501,1114,6,0,4,0,0,2,1,0,5,0,0,0,1
"1040",1,"1988.TV",1,1,0,2,1,1,0,0,1,35,1225,0,16,5,16,NA,1,1,NA,4,4,4,3,1.54397737979889,3,3,1,0,-0.0174112394452095,1112,4,1,4,0,0,2,1,0,3,0,0,0,1
"1041",1,"1988.TV",1,1,0,1,1,1,0,0,0,35,1225,1,17,6,20,1,1,2,NA,3,4,0,4,0.750151753425598,3,2,2,2,0.932301461696625,1116,8,1,4,0,0,2,1,0,2,0,0,0,2
"1042",1,"1988.TV",0,0,0,0,0,1,0,0,1,29,841,1,12,2,14,NA,11,11,0,3,0,2,1,-0.257114470005035,2,2,1,2,0.4056216776371,1210,32,0,4,0,0,2,1,0,10,0,1,0,2
"1043",1,"1988.TV",0,0,0,1,2,1,0,0,0,43,1849,1,16,5,5,1,15,1,4,3,1,3,1,0.127644792199135,3,3,2,1,0.73137229681015,1121,13,0,4,0,0,2,1,0,4,0,1,0,2
"1044",1,"1988.TV",0,0,0,1,0,1,0,0,0,26,676,1,11,1,7,0,7,1,4,0,0,1,1,-1.13145577907562,0,1,NA,0,NA,101,54,0,4,0,0,2,1,0,7,0,2,0,1
"1045",1,"1988.TV",1,1,0,2,1,1,0,0,0,54,2916,1,16,5,20,1,15,15,NA,3,3,1,3,0.542649447917938,4,4,2,2,1.50599372386932,1212,34,0,4,0,0,2,1,0,3,0,0,0,2
"1046",1,"1988.TV",0,0,0,2,1,1,0,0,0,85,7225,0,17,6,14,2,15,15,NA,2,3,0,1,-0.304624110460281,1,1,1,0,-0.768217802047729,1120,12,1,4,0,0,2,1,0,5,0,0,0,1
"1047",1,"1988.TV",0,0,0,0,1,0,1,0,0,44,1936,1,12,2,6,2,13,13,4,0,0,0,0,-1.53941762447357,0,0,1,1,-0.744402945041656,1114,6,0,3,0,0,2,1,0,3,0,0,0,1
"1048",1,"1988.TV",1,NA,NA,2,3,0,1,0,0,29,841,0,17,6,15,4,1,2,0,3,3,4,3,1.12786817550659,1,2,2,2,0.578072726726532,1116,8,1,4,0,0,2,1,0,2,0,0,0,1
"1049",1,"1988.TV",0,0,0,1,2,1,0,0,1,67,4489,0,15,4,NA,4,15,15,4,3,3,3,3,0.932795345783234,3,1,0,0,-0.763554513454437,1208,30,0,4,0,0,2,0,0,2,0,0,1,1
"1050",1,"1988.TV",1,1,0,2,1,1,0,0,1,61,3721,0,14,3,17,1,15,15,NA,2,2,1,1,-0.29923751950264,NA,2,1,1,NA,1208,30,0,4,0,0,2,1,0,5,0,0,0,1
"1051",1,"1988.TV",1,1,0,2,3,1,0,0,1,46,2116,1,15,3,22,4,8,8,NA,3,1,3,3,0.553422629833221,3,3,1,1,0.381806880235672,1130,22,0,3,0,0,2,1,0,1,0,0,0,2
"1052",1,"1988.TV",1,1,0,1,1,1,0,0,1,72,5184,0,13,3,5,4,15,15,NA,3,1,4,1,0.322717726230621,1,0,0,0,-1.31607210636139,1117,9,1,4,0,0,2,1,0,3,0,0,0,1
"1053",1,"1988.TV",0,0,0,0,2,1,0,0,1,83,6889,0,0,0,10,0,15,15,4,2,2,2,2,0.108724340796471,1,0,0,0,-1.31607210636139,1211,33,0,1,0,0,2,1,0,3,0,0,0,1
"1054",1,"1988.TV",1,1,0,2,3,1,0,0,0,51,2601,1,4,0,14,1,15,15,4,4,1,1,3,0.389699518680573,4,4,2,1,1.10677552223206,1206,28,1,4,0,0,2,1,0,4,0,0,0,1
"1055",1,"1988.TV",1,0,1,2,2,1,0,0,1,72,5184,1,12,2,NA,4,4,4,4,1,3,1,1,-0.33597394824028,4,3,0,0,-0.189862325787544,1210,32,1,2,1,0,2,0,0,18,1,0,1,1
"1056",1,"1988.TV",1,1,0,1,2,1,0,0,1,81,6561,1,12,2,10,3,14,14,0,3,1,0,1,-0.457574009895325,1,3,1,2,0.42679625749588,1109,1,0,3,0,0,2,1,0,1,0,0,0,1
"1057",1,"1988.TV",1,1,0,0,2,1,0,0,0,38,1444,1,14,3,13,0,8,8,4,2,2,1,1,-0.29923751950264,0,2,1,1,-0.347825080156326,1118,10,1,4,0,0,2,1,0,1,0,0,0,2
"1058",1,"1988.TV",1,1,0,1,2,1,0,0,0,41,1681,1,16,5,16,3,15,14,NA,3,2,1,2,0.140074193477631,3,3,1,1,0.381806880235672,1119,11,1,4,0,0,2,1,0,3,0,0,0,1
"1059",1,"1988.TV",1,1,0,2,2,1,0,0,0,64,4096,1,14,3,20,4,15,15,NA,4,3,3,4,1.37210702896118,4,4,1,0,0.357992023229599,1112,4,0,4,0,0,2,1,0,1,0,0,0,2
"1060",1,"1988.TV",1,1,0,0,1,1,0,0,1,51,2601,1,10,1,11,1,8,7,4,1,0,0,0,-1.31299483776093,2,2,0,1,-0.343161821365356,1111,3,0,3,0,0,2,0,0,1,0,0,0,1
"1061",1,"1988.TV",1,0,1,1,3,0,1,0,1,41,1681,1,12,2,12,4,15,15,4,3,1,1,1,-0.262501090764999,1,3,2,2,0.776361703872681,1114,6,0,3,0,0,2,1,0,1,0,0,0,2
"1062",1,"1988.TV",0,0,0,1,2,0,1,0,1,44,1936,0,12,2,6,4,15,15,4,3,1,3,2,0.340533703565598,1,2,0,0,-0.919494330883026,1127,19,0,2,1,0,2,1,1,4,0,1,0,1
"1063",1,"1988.TV",1,1,0,0,2,1,0,0,1,61,3721,1,10,1,NA,3,15,15,NA,3,0,0,3,-0.221482530236244,4,4,1,1,0.7572101354599,1121,13,0,3,1,0,2,0,0,2,0,0,1,3
"1064",1,"1988.TV",1,1,0,1,2,1,0,0,0,42,1764,1,14,4,21,1,5,5,4,3,4,3,1,0.696703851222992,4,2,2,2,1.10941576957703,1120,12,1,4,0,0,2,1,0,2,0,0,0,3
"1065",1,"1988.TV",0,0,0,2,2,1,0,0,1,34,1156,1,13,3,14,0,15,2,4,3,1,1,NA,NA,3,3,1,1,0.381806880235672,1213,35,0,4,0,0,2,1,0,5,0,0,0,2
"1066",1,"1988.TV",1,1,0,0,0,1,0,0,1,37,1369,1,17,6,18,1,5,4,NA,3,0,1,1,-0.452187418937683,3,1,1,1,-0.0147709958255291,1201,23,1,4,0,0,2,1,0,6,0,0,0,1
"1067",1,"1988.TV",NA,NA,NA,1,3,0,1,0,0,68,4624,0,6,0,NA,3,15,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,2,0,1,0,1,3,1,0,1,NA
"1068",1,"1988.TV",1,1,0,0,3,1,0,0,1,44,1936,1,12,2,11,1,15,1,4,1,0,0,0,-1.31299483776093,1,1,0,0,-1.11778318881989,1109,1,0,2,1,0,2,1,0,1,0,0,0,1
"1069",1,"1988.TV",1,1,0,2,1,1,0,0,0,47,2209,1,16,5,18,1,15,10,4,3,3,2,2,0.52483344078064,3,3,1,0,-0.0174112394452095,1115,7,1,4,0,0,2,1,0,5,0,0,0,1
"1070",1,"1988.TV",NA,NA,NA,1,2,1,0,0,1,29,841,1,12,2,13,1,15,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,0,2,1,0,8,1,0,0,NA
"1071",1,"1988.TV",1,1,0,1,2,1,0,0,1,22,484,1,15,3,13,2,1,2,4,2,2,3,2,0.303797274827957,3,3,1,1,0.381806880235672,1201,23,1,4,0,0,2,1,0,2,0,0,0,2
"1072",1,"1988.TV",1,1,0,2,1,1,0,0,1,79,6241,0,8,0,NA,4,15,15,4,3,3,2,2,0.52483344078064,4,4,2,2,1.50599372386932,1116,8,1,4,0,0,2,0,0,1,0,0,1,2
"1073",1,"1988.TV",1,1,0,2,0,1,0,0,0,58,3364,1,4,0,NA,4,15,15,4,3,2,1,1,-0.0728147253394127,3,3,1,1,0.381806880235672,1205,27,1,3,0,0,2,0,0,3,1,0,1,1
